3,2.2343e-06
3.05,2.2739e-06
3.1,2.3012e-06
3.15,2.3571e-06
3.2,2.4023e-06
3.25,2.4755e-06
3.3,2.553e-06
3.35,2.6401e-06
3.4,2.7257e-06
3.45,2.856e-06
3.5,2.9913e-06
3.55,3.1663e-06
3.6,3.3704e-06
3.65,3.586e-06
3.7,3.8211e-06
3.75,4.1092e-06
3.8,4.439e-06
3.85,4.8492e-06
3.9,5.2936e-06
3.95,5.889e-06
4,6.5661e-06
4.05,7.3222e-06
4.1,8.2298e-06
4.15,9.3582e-06
4.2,1.0722e-05
4.25,1.2499e-05
4.3,1.4893e-05
4.35,1.8323e-05
4.4,2.3163e-05
4.45,3.0544e-05
4.5,4.2905e-05
4.55,6.1878e-05
4.6,9.0356e-05
4.65,0.00013033
4.7,0.00019522
4.75,0.00027387
4.8,0.00037369
4.85,0.00050108
4.9,0.00065489
4.95,0.00085039
5,0.0010525
5.05,0.0012982
5.1,0.0016648
5.15,0.002167
5.2,0.0027175
5.25,0.0031997
5.3,0.0035595
5.35,0.0037895
5.4,0.00397
5.45,0.0041336
5.5,0.0042531
5.55,0.0043545
5.6,0.0044128
5.65,0.0044536
5.7,0.0044754
5.75,0.0044898
5.8,0.0044981
5.85,0.004502
5.9,0.0045042
5.95,0.0045052
