5.2,4.5798e-08
5.205,4.9439e-08
5.21,5.4132e-08
5.215,5.9638e-08
5.22,6.2376e-08
5.225,6.5188e-08
5.23,6.9857e-08
5.235,7.2996e-08
5.24,7.8202e-08
5.245,8.4014e-08
5.25,8.8008e-08
5.255,9.4516e-08
5.26,1.0117e-07
5.265,1.1311e-07
5.27,1.6746e-07
5.275,4.0211e-07
5.28,1.0444e-06
5.285,2.3125e-06
5.29,4.2715e-06
5.295,6.3152e-06
5.3,8.6069e-06
5.305,1.2668e-05
5.31,1.7672e-05
5.315,2.4753e-05
5.32,3.4308e-05
5.325,4.575e-05
5.33,6.1254e-05
5.335,7.9038e-05
5.34,9.9257e-05
5.345,0.00011236
5.35,0.00012225
5.355,0.00013109
5.36,0.00013434
5.365,0.00013465
5.37,0.00013447
5.375,0.00013681
5.38,0.00013144
5.385,0.00013334
5.39,0.00013337
5.395,0.00013447
