2.4999,7.0371e-05
2.501,7.0411e-05
2.502,7.0588e-05
2.503,7.0767e-05
2.504,7.0551e-05
2.505,7.0579e-05
2.506,7.0599e-05
2.507,7.0669e-05
2.508,7.0881e-05
2.509,7.1101e-05
2.51,7.1117e-05
2.511,7.1357e-05
2.512,7.18e-05
2.513,7.2002e-05
2.514,7.202e-05
2.515,7.2262e-05
2.516,7.252e-05
2.517,7.2532e-05
2.518,7.2816e-05
2.519,7.2806e-05
2.52,7.2837e-05
2.521,7.287e-05
2.522,7.3103e-05
2.523,7.3127e-05
2.524,7.3192e-05
2.525,7.3427e-05
2.526,7.3411e-05
2.527,7.3624e-05
2.528,7.3636e-05
2.529,7.3657e-05
2.53,7.3723e-05
2.531,7.3699e-05
2.532,7.3948e-05
2.533,7.4182e-05
2.534,7.4164e-05
2.535,7.419e-05
2.536,7.4493e-05
2.537,7.4489e-05
2.538,7.4794e-05
2.539,7.4787e-05
2.54,7.4817e-05
2.541,7.506e-05
2.542,7.5048e-05
2.543,7.5228e-05
2.544,7.5238e-05
2.545,7.5521e-05
2.546,7.5526e-05
2.547,7.5741e-05
2.548,7.5745e-05
2.549,7.5772e-05
2.55,7.6056e-05
2.551,7.6053e-05
2.552,7.6261e-05
2.553,7.6276e-05
2.554,7.6306e-05
2.555,7.6673e-05
2.556,7.6657e-05
2.557,7.6673e-05
2.558,7.6872e-05
2.559,7.6889e-05
2.56,7.7123e-05
2.561,7.6896e-05
2.562,7.7384e-05
2.563,7.737e-05
2.564,7.7294e-05
2.565,7.7337e-05
2.566,7.7517e-05
2.567,7.7565e-05
2.568,7.782e-05
2.569,7.7831e-05
2.57,7.8055e-05
2.571,7.8061e-05
2.572,7.813e-05
2.573,7.817e-05
2.574,7.8414e-05
2.575,7.8449e-05
2.576,7.8779e-05
2.577,7.8793e-05
2.578,7.9021e-05
2.579,7.902e-05
2.58,7.9207e-05
2.581,7.923e-05
2.582,7.9515e-05
2.583,7.9636e-05
2.584,7.9843e-05
2.585,8.0082e-05
2.586,8.01e-05
2.587,8.0437e-05
2.588,8.0666e-05
2.589,8.0885e-05
2.59,8.1121e-05
2.591,8.1145e-05
2.592,8.1531e-05
2.593,8.1542e-05
2.594,8.1661e-05
2.595,8.1946e-05
2.596,8.2286e-05
2.597,8.264e-05
2.598,8.2648e-05
2.599,8.3089e-05
2.6,8.312e-05
2.601,8.3399e-05
2.602,8.3712e-05
2.603,8.3945e-05
2.604,8.3979e-05
2.605,8.432e-05
2.606,8.4793e-05
2.607,8.5005e-05
2.608,8.5306e-05
2.609,8.562e-05
2.61,8.5876e-05
2.611,8.6082e-05
2.612,8.628e-05
2.613,8.6513e-05
2.614,8.6935e-05
2.615,8.7167e-05
2.616,8.7427e-05
2.617,8.7631e-05
