2.4999,7.5432e-05
2.5005,9.3848e-05
2.501,9.38e-05
2.5015,9.3793e-05
2.502,9.3785e-05
2.5025,9.3779e-05
2.503,9.378e-05
2.5035,9.3791e-05
2.504,9.3788e-05
2.5045,9.3818e-05
2.505,9.3844e-05
2.5055,9.3878e-05
2.506,9.4095e-05
2.5065,9.4106e-05
2.507,9.4106e-05
2.5075,9.4325e-05
2.508,9.4332e-05
2.5085,9.4339e-05
2.509,9.4359e-05
2.5095,9.4468e-05
2.51,9.4498e-05
2.5105,9.4713e-05
2.511,9.4731e-05
2.5115,9.492e-05
2.512,9.4925e-05
2.5125,9.5143e-05
2.513,9.5142e-05
2.5135,9.5154e-05
2.514,9.5174e-05
2.5145,9.532e-05
2.515,9.5563e-05
2.5155,9.5562e-05
2.516,9.5575e-05
2.5165,9.5814e-05
2.517,9.5821e-05
2.5175,9.5842e-05
2.518,9.6079e-05
2.5185,9.6093e-05
2.519,9.6329e-05
2.5195,9.6331e-05
2.52,9.6362e-05
2.5205,9.6616e-05
2.521,9.6623e-05
2.5215,9.6647e-05
2.522,9.6832e-05
2.5225,9.6775e-05
2.523,9.7047e-05
2.5235,9.7137e-05
2.524,9.7335e-05
2.5245,9.7317e-05
2.525,9.7332e-05
2.5255,9.761e-05
2.526,9.761e-05
2.5265,9.779e-05
2.527,9.7801e-05
2.5275,9.8031e-05
2.528,9.802e-05
2.5285,9.8229e-05
2.529,9.8224e-05
2.5295,9.8252e-05
2.53,9.85e-05
2.5305,9.8679e-05
2.531,9.8699e-05
2.5315,9.8905e-05
2.532,9.8933e-05
2.5325,9.9328e-05
2.533,9.9331e-05
2.5335,9.9349e-05
2.534,9.9646e-05
2.5345,9.9848e-05
2.535,9.9858e-05
2.5355,0.00010012
2.536,0.00010005
2.5365,0.00010039
2.537,0.00010039
2.5375,0.00010058
2.538,0.0001008
2.5385,0.00010079
2.539,0.00010083
2.5395,0.00010107
2.54,0.0001013
2.5405,0.0001013
2.541,0.00010153
2.5415,0.00010151
2.542,0.00010154
2.5425,0.00010176
2.543,0.00010179
2.5435,0.00010201
2.544,0.000102
2.5445,0.00010204
2.545,0.00010225
2.5455,0.00010247
2.546,0.0001025
2.5465,0.00010254
2.547,0.00010264
2.5475,0.00010284
2.548,0.00010285
2.5485,0.00010307
2.549,0.0001031
2.5495,0.00010332
2.55,0.00010332
2.5505,0.00010335
2.551,0.00010354
2.5515,0.00010375
2.552,0.00010377
2.5525,0.00010399
2.553,0.000104
2.5535,0.00010422
2.554,0.00010422
2.5545,0.00010424
2.555,0.00010449
2.5555,0.0001045
2.556,0.00010475
2.5565,0.00010476
2.557,0.00010497
2.5575,0.00010478
2.558,0.00010514
2.5585,0.00010512
2.559,0.00010514
2.5595,0.00010539
2.56,0.0001054
2.5605,0.00010542
2.561,0.00010566
2.5615,0.00010566
2.562,0.00010589
2.5625,0.00010589
2.563,0.00010626
2.5635,0.00010625
2.564,0.00010626
2.5645,0.00010653
2.565,0.00010653
2.5655,0.00010654
2.566,0.00010679
2.5665,0.00010681
2.567,0.00010704
2.5675,0.00010707
2.568,0.0001071
2.5685,0.00010725
2.569,0.00010747
2.5695,0.00010747
2.57,0.0001075
2.5705,0.00010779
2.571,0.0001078
2.5715,0.00010803
2.572,0.00010803
2.5725,0.00010806
2.573,0.00010828
2.5735,0.00010848
2.574,0.0001086
2.5745,0.00010858
2.575,0.00010884
2.5755,0.00010884
2.576,0.00010887
2.5765,0.00010912
2.577,0.00010914
2.5775,0.00010948
2.578,0.00010929
2.5785,0.00010962
2.579,0.00010964
2.5795,0.00011009
2.58,0.00010988
2.5805,0.00011017
2.581,0.00011019
2.5815,0.00011044
2.582,0.00011032
2.5825,0.00011065
2.583,0.00011086
2.5835,0.00011081
2.584,0.00011103
2.5845,0.00011104
2.585,0.00011127
2.5855,0.00011146
2.586,0.00011147
2.5865,0.00011156
2.587,0.00011176
2.5875,0.00011216
2.588,0.00011185
2.5885,0.00011209
2.589,0.00011231
2.5895,0.00011252
2.59,0.00011253
2.5905,0.00011277
2.591,0.00011279
2.5915,0.00011304
2.592,0.00011324
2.5925,0.00011324
2.593,0.00011326
2.5935,0.0001135
2.594,0.0001137
2.5945,0.00011371
2.595,0.00011394
2.5955,0.00011403
2.596,0.0001143
2.5965,0.00011448
2.597,0.00011446
2.5975,0.00011466
2.598,0.00011468
2.5985,0.00011497
2.599,0.00011496
2.5995,0.00011501
2.6,0.00011544
2.6005,0.00011564
2.601,0.00011562
2.6015,0.0001158
2.602,0.0001158
2.6025,0.00011606
2.603,0.00011626
2.6035,0.00011626
2.604,0.00011647
2.6045,0.00011667
2.605,0.0001169
2.6055,0.00011692
2.606,0.00011712
2.6065,0.00011738
2.607,0.00011738
2.6075,0.00011768
2.608,0.00011788
2.6085,0.00011814
2.609,0.00011815
2.6095,0.00011838
2.61,0.00011857
2.6105,0.00011858
2.611,0.00011867
2.6115,0.00011897
2.612,0.00011919
2.6125,0.0001192
2.613,0.00011945
2.6135,0.00011948
2.614,0.00011962
2.6145,0.00011994
2.615,0.00012014
2.6155,0.00012014
2.616,0.00012049
2.6165,0.0001205
2.617,0.00012075
2.6175,0.00012065
2.618,0.0001212
2.6185,0.00012124
2.619,0.00012126
2.6195,0.00012182
2.62,0.00012187
2.6205,0.00012217
2.621,0.00012245
2.6215,0.00012266
2.622,0.0001229
2.6225,0.00012314
2.623,0.00012334
2.6235,0.00012336
2.624,0.00012373
2.6245,0.00012397
2.625,0.00012399
2.6255,0.0001242
2.626,0.00012444
2.6265,0.00012466
2.627,0.00012473
2.6275,0.00012493
2.628,0.00012514
2.6285,0.0001251
2.629,0.00012563
2.6295,0.00012564
2.63,0.00012586
2.6305,0.00012612
2.631,0.00012616
2.6315,0.00012645
2.632,0.0001268
2.6325,0.00012682
2.633,0.00012703
2.6335,0.00012727
2.634,0.00012748
2.6345,0.00012774
2.635,0.00012781
2.6355,0.00012803
2.636,0.00012804
2.6365,0.00012839
2.637,0.00012866
2.6375,0.00012886
2.638,0.00012918
2.6385,0.00012918
2.639,0.00012929
2.6395,0.00012956
2.64,0.00012955
2.6405,0.00012989
2.641,0.00012991
2.6415,0.00013024
2.642,0.00013056
2.6425,0.00013057
2.643,0.00013078
2.6435,0.00013104
2.644,0.0001313
2.6445,0.00013153
2.645,0.00013154
2.6455,0.00013154
2.646,0.00013184
2.6465,0.00013216
2.647,0.00013239
2.6475,0.00013223
2.648,0.00013261
2.6485,0.00013262
2.649,0.00013294
2.6495,0.00013319
2.65,0.00013325
2.6505,0.00013355
2.651,0.00013375
2.6515,0.00013374
2.652,0.0001339
2.6525,0.00013415
2.653,0.00013438
2.6535,0.00013442
2.654,0.00013468
2.6545,0.00013506
2.655,0.00013505
2.6555,0.00013507
2.656,0.00013557
2.6565,0.00013562
2.657,0.00013564
2.6575,0.00013598
2.658,0.00013601
2.6585,0.00013622
2.659,0.0001365
2.6595,0.0001367
2.66,0.00013694
2.6605,0.00013717
2.661,0.00013737
2.6615,0.00013765
2.662,0.00013766
2.6625,0.00013808
2.663,0.00013793
2.6635,0.00013837
2.664,0.00013863
2.6645,0.0001389
2.665,0.00013913
2.6655,0.00013946
2.666,0.00013955
2.6665,0.00013991
